         601965921 function calls (599366529 primitive calls) in 540.396 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.002    0.002    0.277    0.277 frame.py:1230(from_dict)
   220720    0.236    0.000    0.277    0.000 base.py:1720(is_integer)
       16    0.000    0.000    0.276    0.017 book.py:1160(handle_sst)
       16    0.162    0.010    0.275    0.017 book.py:1389(unpack_SST_table)
    46872    0.156    0.000    0.274    0.000 array_ops.py:429(maybe_upcast_for_op)
   284114    0.271    0.000    0.271    0.000 generic.py:3611(_check_setitem_copy)
   751173    0.265    0.000    0.265    0.000 common.py:183(classes_and_not_datetimelike)
   344851    0.260    0.000    0.260    0.000 base.py:544(_reset_identity)
    24134    0.260    0.000    0.260    0.000 {built-in method pandas._libs.missing.isnaobj}
       16    0.000    0.000    0.258    0.016 compdoc.py:374(locate_named_stream)
       16    0.258    0.016    0.258    0.016 compdoc.py:414(_locate_stream)
    23435    0.255    0.000    0.255    0.000 {built-in method _operator.mul}
   496620    0.252    0.000    0.252    0.000 _reader.py:78(_cast_number)
        1    0.001    0.001    0.244    0.244 construction.py:498(to_arrays)
        1    0.000    0.000    0.243    0.243 construction.py:609(_list_of_dict_to_arrays)
   945957    0.242    0.000    0.242    0.000 blocks.py:233(mgr_locs)
    68825    0.096    0.000    0.233    0.000 common.py:1025(is_datetime_or_timedelta_dtype)
    25412    0.076    0.000    0.233    0.000 numeric.py:105(_shallow_copy)
   137731    0.099    0.000    0.231    0.000 _asarray.py:110(asanyarray)
    23435    0.076    0.000    0.226    0.000 {method 'any' of 'numpy.generic' objects}
    46912    0.079    0.000    0.218    0.000 base.py:4720(_maybe_promote)
    23435    0.216    0.000    0.216    0.000 {built-in method _operator.floordiv}
   267672    0.206    0.000    0.206    0.000 frame.py:568(axes)
    23435    0.070    0.000    0.203    0.000 frame.py:2992(_get_value)
    62783    0.027    0.000    0.202    0.000 series.py:595(__len__)
       17    0.000    0.000    0.201    0.012 parsers.py:2619(_convert_data)
       17    0.001    0.000    0.200    0.012 parsers.py:1780(_convert_to_ndarrays)
       17    0.005    0.000    0.200    0.012 parsers.py:3258(_get_lines)
   281352    0.198    0.000    0.198    0.000 {built-in method numpy.seterrobj}
   345505    0.197    0.000    0.197    0.000 {built-in method __new__ of type object at 0x7fa30d702900}
   944612    0.194    0.000    0.194    0.000 {method 'get' of 'dict' objects}
   310702    0.194    0.000    0.194    0.000 {method 'match' of 're.Pattern' objects}
   110360    0.192    0.000    0.192    0.000 {method 'index' of 'range' objects}
    50207    0.187    0.000    0.187    0.000 {method 'astype' of 'numpy.ndarray' objects}
   825407    0.187    0.000    0.187    0.000 cell_style.py:26(__get__)
    55182    0.116    0.000    0.186    0.000 _reader.py:277(<setcomp>)
       77    0.001    0.000    0.186    0.002 parsers.py:1855(_infer_types)
   829481    0.182    0.000    0.182    0.000 {method 'split' of 'str' objects}
    21741    0.091    0.000    0.180    0.000 base.py:3863(array)
        1    0.000    0.000    0.179    0.179 worksheet.py:3(<module>)
   110360    0.125    0.000    0.177    0.000 indexers.py:117(check_setitem_lengths)
    62734    0.052    0.000    0.176    0.000 generic.py:3744(_is_view)
   111076    0.176    0.000    0.176    0.000 blocks.py:319(iget)
    24387    0.057    0.000    0.176    0.000 <__array_function__ internals>:2(concatenate)
    21740    0.042    0.000    0.171    0.000 <__array_function__ internals>:2(nonzero)
    46874    0.071    0.000    0.171    0.000 expressions.py:195(_bool_arith_check)
   157233    0.171    0.000    0.171    0.000 indexing.py:237(loc)
    86220    0.094    0.000    0.168    0.000 generic.py:3534(_get_item_cache)
    93745    0.093    0.000    0.163    0.000 nanops.py:64(<genexpr>)
        4    0.000    0.000    0.160    0.040 stats.py:16(calculate_stats_on_group_by)
       17    0.001    0.000    0.160    0.009 parsers.py:3187(_rows_to_cols)
    23445    0.083    0.000    0.159    0.000 managers.py:2024(_preprocess_slice_or_indexer)
    29738    0.064    0.000    0.159    0.000 numerictypes.py:359(issubdtype)
      641    0.001    0.000    0.158    0.000 multi.py:636(_values)
    49548    0.050    0.000    0.158    0.000 cast.py:598(_ensure_dtype_type)
      641    0.009    0.000    0.157    0.000 multi.py:641(values)
   220720    0.124    0.000    0.157    0.000 indexers.py:84(<genexpr>)
   131388    0.154    0.000    0.154    0.000 numpy_.py:50(__init__)
      208    0.003    0.000    0.150    0.001 <frozen importlib._bootstrap_external>:856(get_code)
   284824    0.142    0.000    0.146    0.000 managers.py:163(blknos)
     7268    0.010    0.000    0.142    0.000 zipfile.py:932(_update_crc)
     1333    0.006    0.000    0.142    0.000 algorithms.py:478(_factorize_array)
    46880    0.054    0.000    0.140    0.000 __init__.py:88(get_op_result_name)
    29/25    0.000    0.000    0.139    0.006 {built-in method builtins.__import__}
    62783    0.048    0.000    0.138    0.000 managers.py:309(__len__)
     1320    0.010    0.000    0.137    0.000 algorithms.py:2015(safe_sort)
    86899    0.136    0.000    0.136    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        2    0.011    0.006    0.136    0.068 cell.py:3(<module>)
    24432    0.135    0.000    0.135    0.000 {method 'argsort' of 'numpy.ndarray' objects}
   317357    0.135    0.000    0.135    0.000 base.py:1175(name)
    63017    0.040    0.000    0.135    0.000 series.py:427(dtype)
    23487    0.048    0.000    0.134    0.000 base.py:2007(is_all_dates)
    25503    0.087    0.000    0.133    0.000 base.py:554(_engine)
   312129    0.101    0.000    0.132    0.000 base.py:49(_convert)
     7278    0.132    0.000    0.132    0.000 {built-in method zlib.crc32}
   285144    0.132    0.000    0.132    0.000 blocks.py:315(dtype)
   562704    0.128    0.000    0.128    0.000 {built-in method numpy.geterrobj}
        2    0.000    0.000    0.128    0.064 excel.py:3(<module>)
    23435    0.040    0.000    0.128    0.000 cast.py:360(maybe_upcast_putmask)
     4016    0.017    0.000    0.128    0.000 zipfile.py:1015(_read2)
    24127    0.051    0.000    0.126    0.000 numeric.py:81(_validate_dtype)
    62734    0.077    0.000    0.124    0.000 managers.py:712(is_view)
   227691    0.122    0.000    0.122    0.000 generic.py:232(attrs)
     1282    0.008    0.000    0.121    0.000 multi.py:1518(_get_level_values)
   110412    0.107    0.000    0.121    0.000 range.py:452(equals)
    46875    0.035    0.000    0.121    0.000 dispatch.py:11(should_extension_dispatch)
        9    0.000    0.000    0.120    0.013 __init__.py:3(<module>)
    23613    0.055    0.000    0.115    0.000 missing.py:358(array_equivalent)
     4269    0.115    0.000    0.115    0.000 {method 'read' of '_io.BufferedReader' objects}
       34    0.000    0.000    0.114    0.003 construction.py:60(arrays_to_mgr)
    66586    0.099    0.000    0.114    0.000 base.py:4039(__contains__)
   138288    0.113    0.000    0.113    0.000 {method 'copy' of 'dict' objects}
   110360    0.112    0.000    0.112    0.000 managers.py:1080(value_getitem)
   173267    0.110    0.000    0.111    0.000 managers.py:684(is_consolidated)
    24204    0.111    0.000    0.111    0.000 {pandas._libs.algos.take_1d_object_object}
       61    0.110    0.002    0.110    0.002 {pandas._libs.lib.maybe_convert_numeric}
   357724    0.109    0.000    0.109    0.000 {method 'clear' of 'dict' objects}
       33    0.000    0.000    0.109    0.003 construction.py:237(init_dict)
    21909    0.105    0.000    0.105    0.000 {built-in method numpy.arange}
        1    0.000    0.000    0.105    0.105 spreadsheet_drawing.py:3(<module>)
        1    0.034    0.034    0.104    0.104 {pandas._libs.lib.fast_unique_multiple_list_gen}
   345633    0.103    0.000    0.103    0.000 {pandas._libs.algos.ensure_object}
   371903    0.103    0.000    0.103    0.000 {method 'startswith' of 'str' objects}
     4028    0.033    0.000    0.103    0.000 zipfile.py:735(read)
    23476    0.041    0.000    0.101    0.000 managers.py:220(set_axis)
    46874    0.051    0.000    0.100    0.000 expressions.py:186(_has_bool_dtype)
   284824    0.098    0.000    0.098    0.000 managers.py:179(blklocs)
       68    0.066    0.001    0.098    0.001 parsers.py:3059(_remove_empty_lines)
       17    0.068    0.004    0.097    0.006 parsers.py:3285(<listcomp>)
    11660    0.036    0.000    0.095    0.000 {built-in method builtins.max}
    21740    0.023    0.000    0.095    0.000 fromnumeric.py:1827(nonzero)
    63017    0.057    0.000    0.095    0.000 managers.py:1611(dtype)
   619111    0.093    0.000    0.093    0.000 sequence.py:26(<listcomp>)
    59476    0.053    0.000    0.091    0.000 numerictypes.py:285(issubclass_)
   110360    0.060    0.000    0.089    0.000 common.py:283(is_null_slice)
   312844    0.086    0.000    0.086    0.000 base.py:3873(_values)
       12    0.000    0.000    0.086    0.007 generic.py:1018(_cython_agg_general)
    44884    0.086    0.000    0.086    0.000 {method 'take' of 'numpy.ndarray' objects}
    93747    0.070    0.000    0.085    0.000 array_ops.py:404(maybe_upcast_datetimelike_array)
       12    0.000    0.000    0.084    0.007 generic.py:1026(_cython_agg_blocks)
        1    0.000    0.000    0.084    0.084 students_by_year_of_birth.py:22(get_stats_in_each_district)
   110360    0.062    0.000    0.082    0.000 common.py:303(is_full_slice)
        8    0.000    0.000    0.082    0.010 groupby.py:987(_agg_general)
    70305    0.057    0.000    0.080    0.000 indexing.py:866(<genexpr>)
        4    0.000    0.000    0.078    0.020 groupby.py:1551(min)
       12    0.000    0.000    0.078    0.006 ops.py:588(aggregate)
       12    0.001    0.000    0.078    0.006 ops.py:443(_cython_operation)
    23436    0.036    0.000    0.078    0.000 nanops.py:328(_wrap_results)
       20    0.077    0.004    0.077    0.004 {pandas._libs.lib.maybe_convert_objects}
        1    0.000    0.000    0.077    0.077 construction.py:709(_convert_object_array)
        1    0.000    0.000    0.077    0.077 construction.py:732(<listcomp>)
        8    0.000    0.000    0.077    0.010 construction.py:726(convert)
    24141    0.024    0.000    0.077    0.000 common.py:1265(is_string_like_dtype)
   111647    0.077    0.000    0.077    0.000 fromnumeric.py:3106(ndim)
   110360    0.076    0.000    0.076    0.000 indexing.py:100(iloc)
      222    0.001    0.000    0.076    0.000 <frozen importlib._bootstrap_external>:976(get_data)
       17    0.075    0.004    0.075    0.004 {pandas._libs.lib.to_object_array}
   140676    0.074    0.000    0.074    0.000 _ufunc_config.py:429(__init__)
   245902    0.074    0.000    0.074    0.000 managers.py:388(<dictcomp>)
    23487    0.074    0.000    0.074    0.000 {built-in method pandas._libs.lib.is_datetime_array}
   172662    0.073    0.000    0.073    0.000 {built-in method pandas._libs.missing.checknull}
       70    0.072    0.001    0.072    0.001 {pandas._libs.parsers.sanitize_objects}
    21765    0.029    0.000    0.072    0.000 fromnumeric.py:52(_wrapfunc)
    70309    0.047    0.000    0.071    0.000 nanops.py:57(check)
   140149    0.059    0.000    0.070    0.000 construction.py:637(<genexpr>)
    46937    0.051    0.000    0.068    0.000 missing.py:665(clean_reindex_fill_method)
        4    0.000    0.000    0.068    0.017 ops.py:302(ngroups)
        4    0.000    0.000    0.068    0.017 ops.py:312(result_index)
   310537    0.067    0.000    0.067    0.000 {method 'group' of 're.Match' objects}
        4    0.000    0.000    0.067    0.017 ops.py:306(reconstructed_codes)
    46873    0.027    0.000    0.067    0.000 __init__.py:307(_align_method_SERIES)
    23455    0.067    0.000    0.067    0.000 sorting.py:392(ensure_key_mapped)
    18278    0.041    0.000    0.066    0.000 cell.py:74(_get_column_letter)
     1333    0.003    0.000    0.066    0.000 algorithms.py:273(_get_data_algo)
   309535    0.066    0.000    0.066    0.000 nested.py:64(from_tree)
        1    0.000    0.000    0.065    0.065 image.py:3(<module>)
       34    0.000    0.000    0.065    0.002 construction.py:329(_homogenize)
   309536    0.064    0.000    0.064    0.000 {method 'replace' of 'str' objects}
    62734    0.052    0.000    0.064    0.000 generic.py:3206(_get_cacher)
        1    0.004    0.004    0.064    0.064 students_per_teacher.py:40(students_per_teacher_by_the_type_of_school)
      256    0.062    0.000    0.063    0.000 sheet.py:320(__init__)
      208    0.001    0.000    0.063    0.000 <frozen importlib._bootstrap_external>:585(_compile_bytecode)
      208    0.062    0.000    0.062    0.000 {built-in method marshal.loads}
    79472    0.023    0.000    0.060    0.000 timemachine.py:31(<lambda>)
   227623    0.060    0.000    0.060    0.000 series.py:381(_constructor)
   225822    0.043    0.000    0.059    0.000 parsers.py:3193(<genexpr>)
        8    0.000    0.000    0.058    0.007 ops.py:237(codes)
        8    0.000    0.000    0.058    0.007 ops.py:239(<listcomp>)
       26    0.000    0.000    0.058    0.002 grouper.py:567(codes)
       13    0.000    0.000    0.058    0.004 grouper.py:586(_make_codes)
    24106    0.050    0.000    0.056    0.000 {built-in method builtins.sorted}
    72415    0.039    0.000    0.055    0.000 base.py:3899(_get_engine_target)
    64041    0.032    0.000    0.054    0.000 generic.py:447(_info_axis)
      675    0.052    0.000    0.054    0.000 {method 'factorize' of 'pandas._libs.hashtable.StringHashTable' objects}
   170737    0.053    0.000    0.053    0.000 sheet.py:509(row_values)
   330552    0.052    0.000    0.052    0.000 {method 'join' of 'str' objects}
   155625    0.051    0.000    0.051    0.000 numeric.py:150(is_all_dates)
     1335    0.002    0.000    0.051    0.000 base.py:2048(hasnans)
    62734    0.029    0.000    0.051    0.000 generic.py:3201(_is_cached)
   170737    0.051    0.000    0.051    0.000 sheet.py:501(row_types)
      646    0.006    0.000    0.050    0.000 {built-in method builtins.__build_class__}
      643    0.005    0.000    0.048    0.000 managers.py:2017(_fast_count_smallints)
        1    0.000    0.000    0.048    0.048 students_per_teacher.py:7(get_stats_in_each_district)
    21774    0.027    0.000    0.047    0.000 numpy_.py:210(__array__)
   111647    0.047    0.000    0.047    0.000 fromnumeric.py:3102(_ndim_dispatcher)
      686    0.005    0.000    0.046    0.000 multi.py:251(__new__)
       34    0.000    0.000    0.045    0.001 managers.py:1684(create_block_manager_from_arrays)
       19    0.000    0.000    0.044    0.002 generic.py:5270(values)
   163583    0.044    0.000    0.044    0.000 students_by_year_of_birth.py:94(<genexpr>)
    23476    0.030    0.000    0.044    0.000 generic.py:372(_get_axis_name)
       34    0.001    0.000    0.043    0.001 managers.py:1724(form_blocks)
       25    0.001    0.000    0.042    0.002 managers.py:1898(_consolidate)
     1840    0.017    0.000    0.042    0.000 formatting.py:700(handle_xf)
      664    0.001    0.000    0.042    0.000 base.py:2028(_isnan)
     2686    0.010    0.000    0.041    0.000 algorithms.py:71(_ensure_data)
   110360    0.041    0.000    0.041    0.000 numeric.py:237(inferred_type)
       43    0.005    0.000    0.041    0.001 multi.py:3211(equals)
      235    0.003    0.000    0.041    0.000 <frozen importlib._bootstrap>:901(_find_spec)
        1    0.041    0.041    0.041    0.041 {pandas._libs.lib.dicts_to_array}
    23478    0.033    0.000    0.040    0.000 generic.py:382(_get_block_manager_axis)
   163583    0.039    0.000    0.039    0.000 students_by_year_of_birth.py:88(<genexpr>)
    32204    0.038    0.000    0.038    0.000 {method 'format' of 'str' objects}
